id,State (group),Charge (group),file matches parameter,Region,Charge/Gender,Country,File,File by parameter,State,Title 1,Year,Year1,All state count,Count,Per state count,state %,FromYear
511,OH,Disability Based,True,Midwest,Disability,US,State Receipts,State Receipts,OH,EEOC Charge Receipts by State,FY 2017 Disability,1/1/2017,26866,836,836,0.031117397,2017
512,IL,Religion,True,Midwest,Religion,US,State Receipts,State Receipts,IL,EEOC Charge Receipts by State,FY 2017 Religion,1/1/2017,3436,155,155,0.045110594,2017
513,MO,TVII Retaliation,True,Midwest,Retaliation (TVII),US,State Receipts,State Receipts,MO,EEOC Charge Receipts by State,FY 2017 TVII Retaliation,1/1/2017,32020,861,861,0.026889444,2017
514,MH,Sex,True,Territories/Armed Forces,Sex,US,State Receipts,State Receipts,MH,EEOC Charge Receipts by State,FY 2017 Sex,1/1/2017,25601,0,0,0.0,2017
515,MO,GINA,True,Midwest,GINA,US,State Receipts,State Receipts,MO,EEOC Charge Receipts by State,FY 2017 GINA,1/1/2017,206,6,6,0.029126214,2017
516,CA,Sex,True,West,Sex,US,State Receipts,State Receipts,CA,EEOC Charge Receipts by State,FY 2017 Sex,1/1/2017,25601,1500,1500,0.058591461,2017
517,WI,National Origin Based,True,Midwest,National Origin,US,State Receipts,State Receipts,WI,EEOC Charge Receipts by State,FY 2017 National Origin,1/1/2017,8297,55,55,0.006628902,2017
518,OH,Color Based,True,Midwest,Color,US,State Receipts,State Receipts,OH,EEOC Charge Receipts by State,FY 2017 Color,1/1/2017,3240,82,82,0.025308642,2017
519,HI,EPA,True,West,Equal Pay Act,US,State Receipts,State Receipts,HI,EEOC Charge Receipts by State,FY 2017 EPA,1/1/2017,996,3,3,0.003012048,2017
520,IL,TVII Retaliation,True,Midwest,Retaliation (TVII),US,State Receipts,State Receipts,IL,EEOC Charge Receipts by State,FY 2017 TVII Retaliation,1/1/2017,32020,1798,1798,0.056152405,2017
521,DE,Color Based,True,Northeast,Color,US,State Receipts,State Receipts,DE,EEOC Charge Receipts by State,FY 2017 Color,1/1/2017,3240,1,1,0.000308642,2017
522,GA,GINA,True,South,GINA,US,State Receipts,State Receipts,GA,EEOC Charge Receipts by State,FY 2017 GINA,1/1/2017,206,6,6,0.029126214,2017
523,DE,TVII Retaliation,True,Northeast,Retaliation (TVII),US,State Receipts,State Receipts,DE,EEOC Charge Receipts by State,FY 2017 TVII Retaliation,1/1/2017,32020,38,38,0.001186758,2017
524,GU,Race,True,Territories/Armed Forces,Race,US,State Receipts,State Receipts,GU,EEOC Charge Receipts by State,FY 2017 Race,1/1/2017,28525,4,4,0.000140228,2017
525,NM,TVII Retaliation,True,West,Retaliation (TVII),US,State Receipts,State Receipts,NM,EEOC Charge Receipts by State,FY 2017 TVII Retaliation,1/1/2017,32020,349,349,0.010899438,2017
526,AK,Retaliation,True,West,Retaliation (All Statutes),US,State Receipts,State Receipts,AK,EEOC Charge Receipts by State,FY 2017 Retaliation All Statutes,1/1/2017,41093,51,51,0.001241087,2017
527,RI,Race,True,Northeast,Race,US,State Receipts,State Receipts,RI,EEOC Charge Receipts by State,FY 2017 Race,1/1/2017,28525,6,6,0.000210342,2017
528,MA,Retaliation,True,Northeast,Retaliation (All Statutes),US,State Receipts,State Receipts,MA,EEOC Charge Receipts by State,FY 2017 Retaliation All Statutes,1/1/2017,41093,213,213,0.005183365,2017
529,VI,Retaliation,True,Territories/Armed Forces,Retaliation (All Statutes),US,State Receipts,State Receipts,VI,EEOC Charge Receipts by State,FY 2017 Retaliation All Statutes,1/1/2017,41093,3,3,7.300513469e-05,2017
530,OK,EPA,True,South,Equal Pay Act,US,State Receipts,State Receipts,OK,EEOC Charge Receipts by State,FY 2017 EPA,1/1/2017,996,24,24,0.024096386,2017
531,NY,Race,True,Northeast,Race,US,State Receipts,State Receipts,NY,EEOC Charge Receipts by State,FY 2017 Race,1/1/2017,28525,1095,1095,0.038387379,2017
532,DC,Race,True,South,Race,US,State Receipts,State Receipts,DC,EEOC Charge Receipts by State,FY 2017 Race,1/1/2017,28525,219,219,0.007677476,2017
533,IN,Sex,True,Midwest,Sex,US,State Receipts,State Receipts,IN,EEOC Charge Receipts by State,FY 2017 Sex,1/1/2017,25601,759,759,0.029647279,2017
534,MO,Sex,True,Midwest,Sex,US,State Receipts,State Receipts,MO,EEOC Charge Receipts by State,FY 2017 Sex,1/1/2017,25601,720,720,0.028123901,2017
535,HI,GINA,True,West,GINA,US,State Receipts,State Receipts,HI,EEOC Charge Receipts by State,FY 2017 GINA,1/1/2017,206,1,1,0.004854369,2017
536,MS,TVII Retaliation,True,South,Retaliation (TVII),US,State Receipts,State Receipts,MS,EEOC Charge Receipts by State,FY 2017 TVII Retaliation,1/1/2017,32020,665,665,0.02076827,2017
537,VT,GINA,True,Northeast,GINA,US,State Receipts,State Receipts,VT,EEOC Charge Receipts by State,FY 2017 GINA,1/1/2017,206,0,0,0.0,2017
538,NY,Age Based,True,Northeast,Age,US,State Receipts,State Receipts,NY,EEOC Charge Receipts by State,FY 2017 Age,1/1/2017,18372,858,858,0.046701502,2017
539,MO,National Origin Based,True,Midwest,National Origin,US,State Receipts,State Receipts,MO,EEOC Charge Receipts by State,FY 2017 National Origin,1/1/2017,8297,109,109,0.013137279,2017
540,RI,Age Based,True,Northeast,Age,US,State Receipts,State Receipts,RI,EEOC Charge Receipts by State,FY 2017 Age,1/1/2017,18372,8,8,0.000435445,2017
541,IN,Age Based,True,Midwest,Age,US,State Receipts,State Receipts,IN,EEOC Charge Receipts by State,FY 2017 Age,1/1/2017,18372,550,550,0.02993686,2017
542,DC,Color Based,True,South,Color,US,State Receipts,State Receipts,DC,EEOC Charge Receipts by State,FY 2017 Color,1/1/2017,3240,25,25,0.007716049,2017
543,MH,GINA,True,Territories/Armed Forces,GINA,US,State Receipts,State Receipts,MH,EEOC Charge Receipts by State,FY 2017 GINA,1/1/2017,206,0,0,0.0,2017
544,WI,Retaliation,True,Midwest,Retaliation (All Statutes),US,State Receipts,State Receipts,WI,EEOC Charge Receipts by State,FY 2017 Retaliation All Statutes,1/1/2017,41093,370,370,0.009003967,2017
545,CO,Retaliation,True,West,Retaliation (All Statutes),US,State Receipts,State Receipts,CO,EEOC Charge Receipts by State,FY 2017 Retaliation All Statutes,1/1/2017,41093,881,881,0.021439175,2017
546,CO,TVII Retaliation,True,West,Retaliation (TVII),US,State Receipts,State Receipts,CO,EEOC Charge Receipts by State,FY 2017 TVII Retaliation,1/1/2017,32020,686,686,0.02142411,2017
547,PW,Religion,True,Territories/Armed Forces,Religion,US,State Receipts,State Receipts,PW,EEOC Charge Receipts by State,FY 2017 Religion,1/1/2017,3436,0,0,0.0,2017
548,IA,TVII Retaliation,True,Midwest,Retaliation (TVII),US,State Receipts,State Receipts,IA,EEOC Charge Receipts by State,FY 2017 TVII Retaliation,1/1/2017,32020,39,39,0.001217989,2017
549,PA,Color Based,True,Northeast,Color,US,State Receipts,State Receipts,PA,EEOC Charge Receipts by State,FY 2017 Color,1/1/2017,3240,110,110,0.033950617,2017
550,MA,Religion,True,Northeast,Religion,US,State Receipts,State Receipts,MA,EEOC Charge Receipts by State,FY 2017 Religion,1/1/2017,3436,33,33,0.009604191,2017
551,DE,EPA,True,Northeast,Equal Pay Act,US,State Receipts,State Receipts,DE,EEOC Charge Receipts by State,FY 2017 EPA,1/1/2017,996,2,2,0.002008032,2017
552,VA,Age Based,True,South,Age,US,State Receipts,State Receipts,VA,EEOC Charge Receipts by State,FY 2017 Age,1/1/2017,18372,518,518,0.028195079,2017
553,NJ,Religion,True,Northeast,Religion,US,State Receipts,State Receipts,NJ,EEOC Charge Receipts by State,FY 2017 Religion,1/1/2017,3436,85,85,0.024738068,2017
554,PR,GINA,True,Territories/Armed Forces,GINA,US,State Receipts,State Receipts,PR,EEOC Charge Receipts by State,FY 2017 GINA,1/1/2017,206,0,0,0.0,2017
555,GA,Disability Based,True,South,Disability,US,State Receipts,State Receipts,GA,EEOC Charge Receipts by State,FY 2017 Disability,1/1/2017,26866,1362,1362,0.050696047,2017
556,SC,EPA,True,South,Equal Pay Act,US,State Receipts,State Receipts,SC,EEOC Charge Receipts by State,FY 2017 EPA,1/1/2017,996,27,27,0.027108434,2017
557,GA,Retaliation,True,South,Retaliation (All Statutes),US,State Receipts,State Receipts,GA,EEOC Charge Receipts by State,FY 2017 Retaliation All Statutes,1/1/2017,41093,2434,2434,0.059231499,2017
558,DC,Disability Based,True,South,Disability,US,State Receipts,State Receipts,DC,EEOC Charge Receipts by State,FY 2017 Disability,1/1/2017,26866,126,126,0.004689943,2017
559,AR,Race,True,South,Race,US,State Receipts,State Receipts,AR,EEOC Charge Receipts by State,FY 2017 Race,1/1/2017,28525,596,596,0.020893953,2017
560,MP,EPA,True,Territories/Armed Forces,Equal Pay Act,US,State Receipts,State Receipts,MP,EEOC Charge Receipts by State,FY 2017 EPA,1/1/2017,996,2,2,0.002008032,2017
561,KS,Sex,True,Midwest,Sex,US,State Receipts,State Receipts,KS,EEOC Charge Receipts by State,FY 2017 Sex,1/1/2017,25601,215,215,0.008398109,2017
562,AS,TVII Retaliation,True,Territories/Armed Forces,Retaliation (TVII),US,State Receipts,State Receipts,AS,EEOC Charge Receipts by State,FY 2017 TVII Retaliation,1/1/2017,32020,1,1,3.123048095e-05,2017
563,AL,Race,True,South,Race,US,State Receipts,State Receipts,AL,EEOC Charge Receipts by State,FY 2017 Race,1/1/2017,28525,1171,1171,0.041051709,2017
564,ID,Race,True,West,Race,US,State Receipts,State Receipts,ID,EEOC Charge Receipts by State,FY 2017 Race,1/1/2017,28525,10,10,0.00035057,2017
565,PR,Religion,True,Territories/Armed Forces,Religion,US,State Receipts,State Receipts,PR,EEOC Charge Receipts by State,FY 2017 Religion,1/1/2017,3436,15,15,0.004365541,2017
566,WY,TVII Retaliation,True,West,Retaliation (TVII),US,State Receipts,State Receipts,WY,EEOC Charge Receipts by State,FY 2017 TVII Retaliation,1/1/2017,32020,8,8,0.000249844,2017
567,TX,National Origin Based,True,South,National Origin,US,State Receipts,State Receipts,TX,EEOC Charge Receipts by State,FY 2017 National Origin,1/1/2017,8297,1115,1115,0.134385923,2017
568,MP,Age Based,True,Territories/Armed Forces,Age,US,State Receipts,State Receipts,MP,EEOC Charge Receipts by State,FY 2017 Age,1/1/2017,18372,12,12,0.000653168,2017
569,AR,Religion,True,South,Religion,US,State Receipts,State Receipts,AR,EEOC Charge Receipts by State,FY 2017 Religion,1/1/2017,3436,51,51,0.014842841,2017
570,RI,TVII Retaliation,True,Northeast,Retaliation (TVII),US,State Receipts,State Receipts,RI,EEOC Charge Receipts by State,FY 2017 TVII Retaliation,1/1/2017,32020,7,7,0.000218613,2017
571,KS,EPA,True,Midwest,Equal Pay Act,US,State Receipts,State Receipts,KS,EEOC Charge Receipts by State,FY 2017 EPA,1/1/2017,996,16,16,0.016064257,2017
572,AK,Religion,True,West,Religion,US,State Receipts,State Receipts,AK,EEOC Charge Receipts by State,FY 2017 Religion,1/1/2017,3436,5,5,0.00145518,2017
573,NH,Religion,True,Northeast,Religion,US,State Receipts,State Receipts,NH,EEOC Charge Receipts by State,FY 2017 Religion,1/1/2017,3436,0,0,0.0,2017
574,AR,EPA,True,South,Equal Pay Act,US,State Receipts,State Receipts,AR,EEOC Charge Receipts by State,FY 2017 EPA,1/1/2017,996,12,12,0.012048193,2017
575,PW,Race,True,Territories/Armed Forces,Race,US,State Receipts,State Receipts,PW,EEOC Charge Receipts by State,FY 2017 Race,1/1/2017,28525,0,0,0.0,2017
576,ND,National Origin Based,True,Midwest,National Origin,US,State Receipts,State Receipts,ND,EEOC Charge Receipts by State,FY 2017 National Origin,1/1/2017,8297,9,9,0.001084729,2017
577,PA,Disability Based,True,Northeast,Disability,US,State Receipts,State Receipts,PA,EEOC Charge Receipts by State,FY 2017 Disability,1/1/2017,26866,1647,1647,0.061304251,2017
578,WY,Age Based,True,West,Age,US,State Receipts,State Receipts,WY,EEOC Charge Receipts by State,FY 2017 Age,1/1/2017,18372,7,7,0.000381015,2017
579,MS,Disability Based,True,South,Disability,US,State Receipts,State Receipts,MS,EEOC Charge Receipts by State,FY 2017 Disability,1/1/2017,26866,412,412,0.015335368,2017
580,NY,GINA,True,Northeast,GINA,US,State Receipts,State Receipts,NY,EEOC Charge Receipts by State,FY 2017 GINA,1/1/2017,206,8,8,0.038834951,2017
581,FM,Religion,True,Territories/Armed Forces,Religion,US,State Receipts,State Receipts,FM,EEOC Charge Receipts by State,FY 2017 Religion,1/1/2017,3436,0,0,0.0,2017
582,WY,Disability Based,True,West,Disability,US,State Receipts,State Receipts,WY,EEOC Charge Receipts by State,FY 2017 Disability,1/1/2017,26866,8,8,0.000297774,2017
583,AP,TVII Retaliation,True,Territories/Armed Forces,Retaliation (TVII),US,State Receipts,State Receipts,Armed Forces Pacific,EEOC Charge Receipts by State,FY 2017 TVII Retaliation,1/1/2017,32020,1,1,3.123048095e-05,2017
584,GU,Age Based,True,Territories/Armed Forces,Age,US,State Receipts,State Receipts,GU,EEOC Charge Receipts by State,FY 2017 Age,1/1/2017,18372,4,4,0.000217723,2017
585,WQ,EPA,True,Territories/Armed Forces,Equal Pay Act,US,State Receipts,State Receipts,WQ,EEOC Charge Receipts by State,FY 2017 EPA,1/1/2017,996,0,0,0.0,2017
586,NE,Sex,True,Midwest,Sex,US,State Receipts,State Receipts,NE,EEOC Charge Receipts by State,FY 2017 Sex,1/1/2017,25601,22,22,0.000859341,2017
587,CO,Sex,True,West,Sex,US,State Receipts,State Receipts,CO,EEOC Charge Receipts by State,FY 2017 Sex,1/1/2017,25601,607,607,0.023710011,2017
588,MD,Color Based,True,South,Color,US,State Receipts,State Receipts,MD,EEOC Charge Receipts by State,FY 2017 Color,1/1/2017,3240,104,104,0.032098765,2017
589,WQ,GINA,True,Territories/Armed Forces,GINA,US,State Receipts,State Receipts,WQ,EEOC Charge Receipts by State,FY 2017 GINA,1/1/2017,206,0,0,0.0,2017
590,CA,Religion,True,West,Religion,US,State Receipts,State Receipts,CA,EEOC Charge Receipts by State,FY 2017 Religion,1/1/2017,3436,270,270,0.078579744,2017
591,ND,Color Based,True,Midwest,Color,US,State Receipts,State Receipts,ND,EEOC Charge Receipts by State,FY 2017 Color,1/1/2017,3240,2,2,0.000617284,2017
592,NJ,National Origin Based,True,Northeast,National Origin,US,State Receipts,State Receipts,NJ,EEOC Charge Receipts by State,FY 2017 National Origin,1/1/2017,8297,212,212,0.025551404,2017
593,CT,Retaliation,True,Northeast,Retaliation (All Statutes),US,State Receipts,State Receipts,CT,EEOC Charge Receipts by State,FY 2017 Retaliation All Statutes,1/1/2017,41093,100,100,0.002433504,2017
594,WV,Sex,True,South,Sex,US,State Receipts,State Receipts,WV,EEOC Charge Receipts by State,FY 2017 Sex,1/1/2017,25601,37,37,0.001445256,2017
595,FM,Retaliation,True,Territories/Armed Forces,Retaliation (All Statutes),US,State Receipts,State Receipts,FM,EEOC Charge Receipts by State,FY 2017 Retaliation All Statutes,1/1/2017,41093,0,0,0.0,2017
596,PW,Disability Based,True,Territories/Armed Forces,Disability,US,State Receipts,State Receipts,PW,EEOC Charge Receipts by State,FY 2017 Disability,1/1/2017,26866,0,0,0.0,2017
597,FM,Disability Based,True,Territories/Armed Forces,Disability,US,State Receipts,State Receipts,FM,EEOC Charge Receipts by State,FY 2017 Disability,1/1/2017,26866,0,0,0.0,2017
598,AK,Race,True,West,Race,US,State Receipts,State Receipts,AK,EEOC Charge Receipts by State,FY 2017 Race,1/1/2017,28525,28,28,0.000981595,2017
599,SC,Age Based,True,South,Age,US,State Receipts,State Receipts,SC,EEOC Charge Receipts by State,FY 2017 Age,1/1/2017,18372,210,210,0.011430438,2017
600,AL,Age Based,True,South,Age,US,State Receipts,State Receipts,AL,EEOC Charge Receipts by State,FY 2017 Age,1/1/2017,18372,414,414,0.022534291,2017
601,VT,EPA,True,Northeast,Equal Pay Act,US,State Receipts,State Receipts,VT,EEOC Charge Receipts by State,FY 2017 EPA,1/1/2017,996,2,2,0.002008032,2017
602,FL,Disability Based,True,South,Disability,US,State Receipts,State Receipts,FL,EEOC Charge Receipts by State,FY 2017 Disability,1/1/2017,26866,2222,2222,0.082706767,2017
603,AL,Religion,True,South,Religion,US,State Receipts,State Receipts,AL,EEOC Charge Receipts by State,FY 2017 Religion,1/1/2017,3436,66,66,0.019208382,2017
604,WV,Disability Based,True,South,Disability,US,State Receipts,State Receipts,WV,EEOC Charge Receipts by State,FY 2017 Disability,1/1/2017,26866,48,48,0.001786645,2017
605,MS,National Origin Based,True,South,National Origin,US,State Receipts,State Receipts,MS,EEOC Charge Receipts by State,FY 2017 National Origin,1/1/2017,8297,37,37,0.004459443,2017
606,PA,Race,True,Northeast,Race,US,State Receipts,State Receipts,PA,EEOC Charge Receipts by State,FY 2017 Race,1/1/2017,28525,1195,1195,0.041893076,2017
607,IL,GINA,True,Midwest,GINA,US,State Receipts,State Receipts,IL,EEOC Charge Receipts by State,FY 2017 GINA,1/1/2017,206,14,14,0.067961165,2017
608,MH,EPA,True,Territories/Armed Forces,Equal Pay Act,US,State Receipts,State Receipts,MH,EEOC Charge Receipts by State,FY 2017 EPA,1/1/2017,996,0,0,0.0,2017
609,TX,TVII Retaliation,True,South,Retaliation (TVII),US,State Receipts,State Receipts,TX,EEOC Charge Receipts by State,FY 2017 TVII Retaliation,1/1/2017,32020,3730,3730,0.116489694,2017
610,ND,Retaliation,True,Midwest,Retaliation (All Statutes),US,State Receipts,State Receipts,ND,EEOC Charge Receipts by State,FY 2017 Retaliation All Statutes,1/1/2017,41093,31,31,0.000754386,2017
611,SD,Age Based,True,Midwest,Age,US,State Receipts,State Receipts,SD,EEOC Charge Receipts by State,FY 2017 Age,1/1/2017,18372,13,13,0.000707599,2017
612,ID,Sex,True,West,Sex,US,State Receipts,State Receipts,ID,EEOC Charge Receipts by State,FY 2017 Sex,1/1/2017,25601,14,14,0.000546854,2017
613,AK,GINA,True,West,GINA,US,State Receipts,State Receipts,AK,EEOC Charge Receipts by State,FY 2017 GINA,1/1/2017,206,1,1,0.004854369,2017
614,NM,Color Based,True,West,Color,US,State Receipts,State Receipts,NM,EEOC Charge Receipts by State,FY 2017 Color,1/1/2017,3240,23,23,0.007098765,2017
615,WY,Retaliation,True,West,Retaliation (All Statutes),US,State Receipts,State Receipts,WY,EEOC Charge Receipts by State,FY 2017 Retaliation All Statutes,1/1/2017,41093,11,11,0.000267685,2017
616,OK,Sex,True,South,Sex,US,State Receipts,State Receipts,OK,EEOC Charge Receipts by State,FY 2017 Sex,1/1/2017,25601,342,342,0.013358853,2017
617,IN,Race,True,Midwest,Race,US,State Receipts,State Receipts,IN,EEOC Charge Receipts by State,FY 2017 Race,1/1/2017,28525,793,793,0.027800175,2017
618,MI,National Origin Based,True,Midwest,National Origin,US,State Receipts,State Receipts,MI,EEOC Charge Receipts by State,FY 2017 National Origin,1/1/2017,8297,157,157,0.018922502,2017
619,MA,National Origin Based,True,Northeast,National Origin,US,State Receipts,State Receipts,MA,EEOC Charge Receipts by State,FY 2017 National Origin,1/1/2017,8297,57,57,0.006869953,2017
620,CO,Religion,True,West,Religion,US,State Receipts,State Receipts,CO,EEOC Charge Receipts by State,FY 2017 Religion,1/1/2017,3436,103,103,0.029976717,2017
621,WA,National Origin Based,True,West,National Origin,US,State Receipts,State Receipts,WA,EEOC Charge Receipts by State,FY 2017 National Origin,1/1/2017,8297,150,150,0.018078824,2017
622,DC,Age Based,True,South,Age,US,State Receipts,State Receipts,DC,EEOC Charge Receipts by State,FY 2017 Age,1/1/2017,18372,120,120,0.006531679,2017
623,VI,National Origin Based,True,Territories/Armed Forces,National Origin,US,State Receipts,State Receipts,VI,EEOC Charge Receipts by State,FY 2017 National Origin,1/1/2017,8297,1,1,0.000120525,2017
